Text,Family,Evidence,TopCorrect,AnyCorrect,Groundings,,,,,,,,,,,,,,,,
FGF-23,,"After adjustment for demographics, baseline EF, hypertension, diabetes, cardiovascular disease, body mass index, systolic blood pressure, hemoglobin and markers of mineral metabolism, participants wit",,,UP/Q9GZV9/Fibroblast growth factor 23/0.85366,UP/Q9EPC2/Fibroblast growth factor 23/0.85366,UP/Q8VI82/Fibroblast growth factor 23/0.85366,UP/Q5MK86/Fibroblast growth factor 23/0.85366,NCIT/C104383/FGF23/0.85366,HGNC/3680/fibroblast growth factor 23/0.85366,NCIT/C104384/fibroblast growth factor-23/0.70732,,,,,,,,,,
NR0B1,,"ALDH activity increased by treatment with PPARγ inhibitor, and the increase was further enhanced when the expression of NR0B1 was induced.",,,HGNC/7960/nuclear receptor subfamily 0 group B member 1/0.85366,NCIT/C75865/NR0B1/0.85366,,,,,,,,,,,,,,,
p38,,"Interestingly, the modulation of COL2 and COL10 gene expression was significant as rapidly as after 1 h in the presence of PTH (1-34); changes in the phosphorylation of p38 and AKT were significant on",,,BE/p38/p38/1.0,NCIT/C51219/MAPK14/0.70732,NCIT/C17414/CRK protein/0.70379,NCIT/C97242/AIMP2/0.70379,HGNC/1189/activator of HSP90 ATPase activity 1/0.56098,HGNC/20609/aminoacyl tRNA synthetase complex interacting multifunctional protein 2/0.56098,HGNC/6876/mitogen-activated protein kinase 14/0.56098,UP/O95433/Activator of 90 kDa heat shock protein ATPase homolog 1/0.56098,UP/Q64010/Adapter molecule crk/0.56098,UP/P82869/Peptidyl-prolyl cis-trans isomerase CYP37, chloroplastic/0.56098,UP/O75791/GRB2-related adapter protein 2/0.55745,GO/0004707/MAP kinase activity/0.41463,UP/etc/None/0.12195,,,
TEAD1,,Alteration of TEAD1 expression levels confers apoptotic resistance through the transcriptional up-regulation of Livin.,,,HGNC/11714/TEA domain transcription factor 1/0.85366,UP/P28347/Transcriptional enhancer factor TEF-1/0.56093,UP/P30051/Transcriptional enhancer factor TEF-1/0.56093,,,,,,,,,,,,,,
RELATIVES,,"Other than the genetic test result and age as  ""objective"" predictors of informing distant relatives, little and/or superficial contact seemed to be the major subjective barrier to informing distant r",0,0,,,,,,,,,,,,,,,,,
hereditary breast and ovarian cancer syndrome,,BRCA1 is a tumor suppressor gene that is responsible for hereditary breast and ovarian cancer syndrome.,,,NCIT/C8493/hereditary breast and ovarian cancer syndrome/0.85366,,,,,,,,,,,,,,,,
leukocyte specific transcript 1,,"The telomeric class III region of the HLA complex harbors several genes, including lymphotoxin alpha (LTA), tumor necrosis factor (TNF) and leukocyte specific transcript -1 (LST1) genes, located betwe",,,HGNC/14189/leukocyte specific transcript 1/0.85361,,,,,,,,,,,,,,,,
ENDOTHELIUM,,"We utilized PAI-039, a specific small molecule inhibitor of PAI-1, to investigate the role of PAI-1 in protecting endothelial integrity.",0,0,,,,,,,,,,,,,,,,,
THI,,"These results indicate that Txn1 is not essential for HIF-1α hypoxic stabilization or activity, that its overexpression can increase HIF-1α hypoxic activity, and that this effect is observed regardles",,,NCIT/C27071/transient hypogammaglobulinemia of infancy/0.69211,,,,,,,,,,,,,,,,
protein 5,,LDL receptor-related proteins 5 and 6 in Wnt/beta-catenin signaling: arrows point the way.,,,UP/Q68Y28/Protein 5/0.85366,UP/Q9JGT7/Protein 5/0.85366,UP/P10463/Calcyphosin/0.56098,,,,,,,,,,,,,,
tumor,,"Here, we determine how these variants influence breast cancer prognosis, risk and tumour characteristics.",,,NCIT/C3262/neoplasm/0.70732,,,,,,,,,,,,,,,,
GENOME,,Our studies confirm that (1) the genetic vulnerabilities inferred from model organisms with defects in Nodal signaling are indeed analogous to humans; (2) the molecular analysis of an entire signaling,0,0,,,,,,,,,,,,,,,,,
TASTE-CELLS,,"Immunofluorescence for alpha-gustducin was observed in taste cells of both types of papillae and exhibited two patterns of immunofluorescence, plasmalemmal and cytosolic.",0,0,,,,,,,,,,,,,,,,,
MIR-124,,Regulation and methylation of tumor suppressor miR-124 by androgen receptor in prostate cancer cells.,0,0,,,,,,,,,,,,,,,,,
DISEASE,,CRITICAL ISSUE: Studies on the regulation and amplification of the HO-1/CO pathway by selective pharmacological approaches may lead to the discovery of novel drugs for the treatment of a variety of di,0,0,,,,,,,,,,,,,,,,,
Thyroid,,Thyroid and kidney function tests were analyzed in 47 patients with overt (TSH ≥ 10.0 μIU/L) and 77 patients with subclinical hypothyroidism (TSH 6.0-9.9 μIU/L) in a cross-sectional study.,,,CHEBI/9584/Thyroid/0.85013,,,,,,,,,,,,,,,,
IGF,,"However, it is not clear how IGF signaling is activated in the bone microenvironment of PC metastasis.",,,UP/P22618/Insulin-like growth factor/0.85366,NCIT/C20442/insulin-like growth factor/0.70732,,,,,,,,,,,,,,,
H-1472,,D/H1472 had no apparent effect on VWF proteolysis.,0,0,,,,,,,,,,,,,,,,,
USP4,,"Moreover, USP4 and IL-17 mRNA, but not RORγt mRNA, were significantly elevated in CD4 (+) T cells from patients with rheumatic heart disease.",,,HGNC/12627/ubiquitin specific peptidase 4/0.85366,FA/04757/USP4 subfamily/0.85366,,,,,,,,,,,,,,,
Holoprosencephaly,,Reduced NODAL signaling strength via mutation of several pathway members including FOXH1 is linked to human heart defects and holoprosencephaly.,,,NCIT/C74988/holoprosencephaly/0.85366,ORPHANET/2162/Holoprosencephaly/0.85013,,,,,,,,,,,,,,,
collagen,,"A major drawback of current cartilage and intervertebral disc tissue engineering is that human mesenchymal stem cells (MSCs) from osteoarthritic (OA) patients express type X collagen (COL10), a marker",,,NCIT/C16447/collagen/0.85366,,,,,,,,,,,,,,,,
ligase,,"We demonstrate here that, in human monocyte-derived DCs, the RING-CH ubiquitin E3 ligase, membrane-associated RING-CH I (MARCH I), promotes the ubiquitination of the HLA-DR beta-chain.",,,GO/0016874/ligase activity/0.85366,NCIT/C16796/ligase/0.85366,,,,,,,,,,,,,,,
PAI-1,,"Single nucleotide polymorphisms (SNPs) in the tissue-type plasminogen activator (tPA), plasminogen activator inhibitor type 1 (PAI-1), thrombin activatable fibrinolysis inhibitor (TAFI), and factor XI",,,UP/P05121/Plasminogen activator inhibitor 1/0.85366,UP/P22777/Plasminogen activator inhibitor 1/0.85366,NCIT/C16947/plasminogen activator inhibitor-1/0.70732,NCIT/C51407/SERPINE1/0.70732,HGNC/8583/serpin family E member 1/0.26825,,,,,,,,,,,,
innate immune response,,Toll-like receptor 4 (TLR4) signalling participates in the innate immune response against hepatitis C virus (HCV) infection.,,,GO/0045087/innate immune response/0.85366,,,,,,,,,,,,,,,,
hRAD9B,,HRAD9B encodes a protein that is 414 amino acids long and is 55% similar and 35% identical to the HRAD9 gene product.,,,NCIT/C106282/cell cycle checkpoint control protein RAD9B/0.70175,UP/Q6WBX8/Cell cycle checkpoint control protein RAD9B/0.55541,,,,,,,,,,,,,,,
HBA1,,"In addition, Kaplan-Meier survival analysis showed a significant association between endpoint-free survival and dynamic changes in HbA1c.",,,HGNC/4823/hemoglobin subunit alpha 1/0.84606,NCIT/C75431/HBA1/0.84606,,,,,,,,,,,,,,,
PAR,,We examined the mechanism by which protease-activated receptor (PAR)-1 is desensitized by comparing the effect of thrombin and the soluble agonist peptide SFLLRN on Ca(2+)responses in HSY-EA1 cells.,,,FA/00412/PAR subfamily/0.85366,NCIT/C52370/JTB/0.70732,NCIT/C127843/NR1I2/0.70732,HGNC/6201/jumping translocation breakpoint/0.56098,,,,,,,,,,,,,
EF,,"Median FGF-23 level and mean ejection fraction (EF) at baseline were 4,632 (1,384 - 14,997) RU/ml and 50 ± 13%, respectively.",,,UP/P40136/Calmodulin-sensitive adenylate cyclase/0.56098,UP/P31482/Phospholipase A2, membrane associated/0.56098,,,,,,,,,,,,,,
HSY,,We examined the mechanism by which protease-activated receptor (PAR)-1 is desensitized by comparing the effect of thrombin and the soluble agonist peptide SFLLRN on Ca(2+)responses in HSY-EA1 cells.,,,CVCL/B032/HSY/0.85366,,,,,,,,,,,,,,,,
neutrophil,,Monocyte HLA-DR expression and neutrophil CD64 expression as biomarkers of infection in critically ill neonates and infants.,,,BTO/0000130/neutrophil/0.85366,CO/0000775/neutrophil/0.85366,,,,,,,,,,,,,,,
DNA,,"We describe here the cloning of the cDNA encoding human alpha-endosulfine, a 13-kDa peptide that is a putative candidate for such a role.",,,CHEBI/16991/deoxyribonucleic acid/0.56098,,,,,,,,,,,,,,,,
ANTI-INFLAMMATORY,,"Eupatilin, a naturally occurring flavonoid isolated from Artemisia princeps, has anti-inflammatory, anti-oxidative, and anti-tumor activities.",0,0,,,,,,,,,,,,,,,,,
arrestin-3,,Only reconstitution with arrestin 3-GFP but not arrestin 2-GFP rescued internalization of CCR7/CCL19.,,,HGNC/710/arrestin 3/0.85366,UP/P32120/Beta-arrestin-2/0.56093,,,,,,,,,,,,,,,
ALDH,,"Aldehyde dehydrogenase (ALDH) activity and ALDH3A1 expression, which are correlated with tumorigenic potential of lung adenocarcinoma, increased when NR0B1 expression was induced, but its increase was",,,BE/ALDH/ALDH/1.0,UP/O74187/Aldehyde dehydrogenase/0.85366,NCIT/C118481/aldehyde dehydrogenase/0.70732,UP/etc/None/0.12195,,,,,,,,,,,,,
mesenchymal stem cell,,"A major drawback of current cartilage and intervertebral disc tissue engineering is that human mesenchymal stem cells (MSCs) from osteoarthritic (OA) patients express type X collagen (COL10), a marker",,,BTO/0003298/mesenchymal stem cell/0.85366,CO/0000134/mesenchymal stem cell/0.85366,,,,,,,,,,,,,,,
effector protein,,Rab GTPases regulate the membrane transport pathways by recruiting their specific effector proteins.,,,XFAM/PF14891/peptidase M91/0.56098,,,,,,,,,,,,,,,,
HGF,,The relationship between the proliferation and migration ability of artery endothelial cells and the Dll4-Notch-Hey2 signaling pathway in the process of arteriogenesis was investigated as a mechanism ,,,EFO/0002792/HGF/0.85366,,,,,,,,,,,,,,,,
PAI-1,,Hydrolytic activity of FSAP was inhibited by PAI-1 with a second-order inhibition rate constant (K(a)) of 3.38 +/- 1.12 x 10(5) m(-1).s(-1).,,,UP/P05121/Plasminogen activator inhibitor 1/0.85366,UP/P22777/Plasminogen activator inhibitor 1/0.85366,NCIT/C16947/plasminogen activator inhibitor-1/0.70732,NCIT/C51407/SERPINE1/0.70732,HGNC/8583/serpin family E member 1/0.26825,,,,,,,,,,,,
GENE,,"The telomeric class III region of the HLA complex harbors several genes, including lymphotoxin alpha (LTA), tumor necrosis factor (TNF) and leukocyte specific transcript -1 (LST1) genes, located betwe",0,0,,,,,,,,,,,,,,,,,
CD64,,"At the time of suspected infection, infants with an infection demonstrated a lower percentage of HLA-DR+ monocytes (P = 0.02, area under the curve (AUC) 0.78), higher percentage of CD64+ neutrophils (",,,BE/CD64/CD64/1.0,NCIT/C104238/high affinity immunoglobulin gamma Fc receptor I/0.70732,HGNC/3613/Fc fragment of IgG receptor Ia/0.56098,,,,,,,,,,,,,,
TRAUMA,,Adult multiple-trauma patients (n = 113) admitted to the intensive care unit (ICU) in the first 24 h after trauma were included.,0,0,,,,,,,,,,,,,,,,,
OUTCOME,,Outcome was assessed after 1 year according to the extended Glasgow Outcome Scale.,0,0,,,,,,,,,,,,,,,,,
transcription factor,,"We report that activation of the transcription factor IRF3 by the ribonucleic acid sensor RIG-I was restricted by caspase-8-mediated cleavage of the RIP1 protein, which resulted in conversion of RIP1 ",,,NCIT/C17207/transcription factor/0.85366,,,,,,,,,,,,,,,,
EVOLUTION,,Linkage of amino acid variation and evolution of human immunodeficiency virus type 1 gp120 envelope glycoprotein (subtype B) with usage of the second receptor.,0,0,,,,,,,,,,,,,,,,,
Prostate Cancer,,Recent studies show that microRNA miR-124 exerts a tumor suppressive function in prostate cancer.,,,NCIT/C4863/prostate carcinoma/0.70732,EFO/0000673/prostate adenocarcinoma/0.70582,EFO/0001663/prostate carcinoma/0.70582,,,,,,,,,,,,,,
APOB,,"However, other recent studies using truncated apoB molecules suggest that Cys-4326, the terminal cysteine of apoB, may be implicated in the binding to apo(a).",,,HGNC/603/apolipoprotein B/0.84606,NCIT/C106031/APOB/0.84606,NCIT/C106032/apolipoprotein B-100/0.69971,,,,,,,,,,,,,,
CD64,,"At the time of suspected infection, infants with an infection demonstrated a lower percentage of HLA-DR+ monocytes (P = 0.02, area under the curve (AUC) 0.78), higher percentage of CD64+ neutrophils (",,,BE/CD64/CD64/1.0,NCIT/C104238/high affinity immunoglobulin gamma Fc receptor I/0.70732,HGNC/3613/Fc fragment of IgG receptor Ia/0.56098,,,,,,,,,,,,,,
heparin,,"During one study day, FFA was elevated by infusion of Intralipid plus heparin.",,,NCIT/C539/heparin/0.85366,,,,,,,,,,,,,,,,
CELL,,The highly specific PAR-1 agonist peptide TFLLR also increased [Ca(2+)](i)in PAR-2-desensitized cells pretreated with thrombin.,0,0,,,,,,,,,,,,,,,,,
OUTCOME,,The authors investigate associations between putative functional variants in genes of importance for fibrinolysis and aSAH and/or outcome following aSAH.,0,0,,,,,,,,,,,,,,,,,
ligand,,"Internalization of ligand bound G protein-coupled receptors, an important cellular function that mediates receptor desensitization, takes place via distinct pathways, which are often unique for each r",,,CHEBI/52214/ligand/0.85366,,,,,,,,,,,,,,,,
transcription factor,,"Nuclear factor (NF)-kappaB transcription factors are involved in the control of a large number of normal cellular and organismal processes, such as immune and inflammatory responses, developmental pro",,,NCIT/C17207/transcription factor/0.85366,,,,,,,,,,,,,,,,
FAMILY,,"Family studies have suggested a role of genetic factors in susceptibility to aneurysmal subarachnoid hemorrhage (aSAH), but the underlying genetic risk factors remain poorly defined.",0,0,,,,,,,,,,,,,,,,,
TEAD1,,We further investigated the mechanisms underlying TEAD-mediated apoptosis regulation and showed that overexpression or RNAi-mediated silencing of the TEAD1 protein is sufficient to protect mammalian c,,,HGNC/11714/TEA domain transcription factor 1/0.85366,UP/P28347/Transcriptional enhancer factor TEF-1/0.56093,UP/P30051/Transcriptional enhancer factor TEF-1/0.56093,,,,,,,,,,,,,,
CONSEQUENCE,,Further work is now needed to elucidate the consequences of this interaction on myoblast fate decision and cycle control.,0,0,,,,,,,,,,,,,,,,,
ste20-like kinase,,The Ste20-like kinase SLK is required for ErbB2-driven breast cancer cell motility.,,,UP/O55092/STE20-like serine/threonine-protein kinase/0.85217,UP/Q9H2G2/STE20-like serine/threonine-protein kinase/0.85217,UP/O54988/STE20-like serine/threonine-protein kinase/0.85217,UP/O08815/STE20-like serine/threonine-protein kinase/0.85217,NCIT/C106220/serine-threonine-protein kinase TAO3/0.70582,UP/O00506/Serine/threonine-protein kinase 25/0.55948,UP/Q9Z2W1/Serine/threonine-protein kinase 25/0.55948,HGNC/11088/STE20 like kinase/0.2668,,,,,,,,,
TCA8113,,"TCA8113 cells were treated with various concentrations of cantharidin, and the cell viability and cytotoxicity were assessed using MTT and LDH assays, respectively.",,,CVCL/6851/Tca8113/0.85366,,,,,,,,,,,,,,,,
FHL-3,,Deletion and point mutation studies indicated that the second LIM domain of FHL3 was essential for this interaction.,,,HGNC/3704/four and a half LIM domains 3/0.85366,UP/Q3ZBI6/Four and a half LIM domains protein 3/0.85361,UP/Q13643/Four and a half LIM domains protein 3/0.85361,UP/Q9R059/Four and a half LIM domains protein 3/0.85361,NCIT/C114614/UNC13D/0.70732,,,,,,,,,,,,
nicastrin,,The glycoprotein nicastrin was recently identified as a functional unit of this complex based on 1) binding to PS and 2) the ability to modulate Abeta production following mutation of a conserved DYIG,,,HGNC/17091/nicastrin/0.85366,UP/Q92542/Nicastrin/0.85366,UP/P57716/Nicastrin/0.85366,UP/Q8GUM5/Nicastrin/0.85366,FA/02469/nicastrin family/0.85366,XFAM/PF05450/nicastrin/0.70732,,,,,,,,,,,
HIV-1,,Transcription of the human immunodeficiency virus type 1 (HIV-1) genome depends on the intracellular environment where the integrate viral DNA is regulated by a complex interplay among viral regulator,,,NCIT/C14220/human immunodeficiency virus 1/0.70732,,,,,,,,,,,,,,,,
tissue factor,,"The results indicate that the mouse gene resides about 40 cM from the centromere and about 10 cM proximal to Cf-3, the gene for tissue factor.",,,UP/P13726/Tissue factor/0.85366,UP/P20352/Tissue factor/0.85366,FA/04025/tissue factor family/0.85366,NCIT/C17197/coagulation factor-III/0.70732,XFAM/PF01108/tissue fac/0.56098,,,,,,,,,,,,
cytoplasm,,"We show that HDAC4, unlike other deacetylases, shuttles between the nucleus and the cytoplasm in a process involving active nuclear export.",,,UP/SL-0086/Cytoplasm/0.85366,GO/0005737/cytoplasm/0.85366,,,,,,,,,,,,,,,
TARGET,,Our data support a model in which Notch-1 can activate the transcription of ERalpha-target genes via IKKalpha-dependent cooperative chromatin recruitment of Notch-CSL-MAML1 transcriptional complexes (,0,0,,,,,,,,,,,,,,,,,
THYROID,,Hence the renal function should be regularly monitored in hypothyroid patients.,0,0,,,,,,,,,,,,,,,,,
MTTP,,Novel missense MTTP gene mutations causing abetalipoproteinemia.,,,HGNC/7467/microsomal triglyceride transfer protein/0.85366,NCIT/C116415/MTTP/0.85366,,,,,,,,,,,,,,,
DRUG,,CRITICAL ISSUE: Studies on the regulation and amplification of the HO-1/CO pathway by selective pharmacological approaches may lead to the discovery of novel drugs for the treatment of a variety of di,0,0,,,,,,,,,,,,,,,,,
